transactionAmount,paymentType,transactionVelocity,ipRisk,deviceRisk,geoDistance,impossibleTravel,hourOfDay,repeatedFailures,newDeviceFlag,fraudLabel
2868.57,0,1,35.66,11.48,183.8,0,12,0,0,0
894.87,0,1,7.49,23.45,2665.24,1,16,0,0,0
2637.67,0,3,6.78,10.97,155.05,0,2,0,1,0
707.03,0,0,37.66,9.99,201.17,0,10,0,0,0
6619.99,0,0,25.08,8.49,22.97,0,21,0,0,0
4769.5,1,2,34.16,48.04,4.13,0,17,0,0,0
2375.42,1,0,28.77,18.87,0.73,0,19,0,0,0
2834.37,1,0,33.91,15.17,98.96,0,15,0,1,1
6710.75,0,2,23.15,4.92,83.43,0,1,1,0,0
1006.47,0,2,14.78,3.25,34.42,0,11,0,0,0
3843.61,0,0,34.76,100.0,42.17,0,9,0,1,0
6307.6,0,0,44.32,40.73,4551.28,1,2,0,1,1
527.28,0,0,37.24,0.73,144.12,0,12,0,0,0
6216.35,0,2,8.63,4.34,22.0,0,13,0,1,0
72129.39,0,1,11.35,7.05,11.91,0,4,0,0,0
2786.12,0,1,12.93,33.12,2762.73,1,1,0,0,1
979.08,0,1,0.73,59.81,129.13,0,0,0,0,0
13111.52,1,2,18.99,27.04,146.68,0,1,0,0,1
985.23,0,1,21.54,13.87,32.3,0,12,0,0,0
601.73,1,0,15.59,25.34,98.12,0,5,0,0,0
3580.84,0,1,16.16,40.88,175.39,0,19,1,0,0
2072.06,1,1,10.92,89.9,445.47,0,1,0,0,0
696.03,1,0,11.63,25.71,0.19,0,15,0,0,0
5301.87,1,2,21.71,12.72,36.44,0,3,0,0,1
427.73,1,1,2.93,9.08,2389.96,1,17,0,0,1
1111.83,1,0,1.04,30.34,280.57,0,13,0,0,0
1763.02,0,1,8.51,21.97,28.6,0,5,0,1,0
6989.91,0,2,44.17,27.62,9.89,0,9,0,0,0
11446.83,0,1,15.36,44.6,14.89,0,12,1,1,0
9440.67,0,1,38.43,22.81,21.54,0,14,0,1,0
2688.47,0,1,18.07,6.4,55.36,0,22,0,0,0
276.63,0,0,26.48,7.25,26.68,0,2,0,1,0
4632.5,0,0,17.48,68.27,14.68,0,21,0,0,0
13637.43,0,1,18.33,15.08,28.61,0,17,0,1,0
10762.15,0,1,63.46,15.45,35.46,0,5,5,0,1
4978.82,0,1,4.88,14.0,68.97,0,5,1,0,0
953.84,1,0,12.74,3.98,25.78,0,19,0,0,0
1853.24,1,1,60.25,11.48,172.57,0,18,0,0,0
21672.82,0,0,15.2,12.13,132.84,0,9,0,0,0
759.96,0,1,3.14,15.57,106.08,0,15,0,1,0
994.42,0,3,10.89,16.94,130.37,0,12,0,0,0
8042.95,0,1,5.19,24.38,142.3,0,19,0,0,1
2036.2,1,1,4.84,21.32,433.22,0,9,0,1,0
153755.39,0,0,6.37,19.16,2930.33,1,17,0,1,1
14443.09,1,0,17.87,5.9,26.41,0,6,7,0,0
4969.41,0,1,16.92,11.46,25.05,0,1,0,0,0
2139.22,1,1,9.75,14.78,49.63,0,1,0,0,1
996.48,0,1,7.11,8.84,34.16,0,19,2,0,0
60449.09,0,0,22.73,37.61,241.32,0,3,0,0,0
76112.24,1,1,9.87,7.29,186.22,0,16,1,1,1
12674.26,0,2,13.31,18.68,43.47,0,1,0,0,0
33917.32,1,0,14.91,15.31,109.69,0,16,0,0,0
1861.43,0,0,10.98,6.29,30.72,0,5,1,1,0
158588.64,0,1,20.36,25.21,373.52,0,12,1,0,1
13310.59,0,9,9.09,16.83,315.95,0,21,0,0,0
13528.01,1,1,3.6,32.41,48.64,0,15,0,0,0
479.66,0,2,27.54,7.8,75.69,0,4,0,0,0
5430.47,1,0,21.01,10.28,148.65,0,16,0,1,0
2776.05,1,1,4.37,15.9,88.73,0,13,2,1,0
1115.07,1,2,11.46,14.56,54.46,0,20,1,0,0
4071.42,0,0,77.39,15.49,6.86,0,0,0,0,0
812.73,1,4,2.84,17.07,156.03,0,6,0,0,0
1965.58,1,1,68.55,14.16,6.4,0,12,0,1,1
1410.26,0,0,2.48,6.73,20.06,0,20,1,1,1
1901.14,0,3,7.78,30.33,53.95,0,9,1,1,1
2917.61,0,3,36.68,9.37,210.1,0,12,0,1,1
1135.05,0,1,3.9,2.26,8.37,0,8,0,0,0
15111.01,1,4,2.71,25.54,345.0,0,19,0,1,0
5132.17,0,2,1.27,2.74,185.96,0,19,0,0,0
18855.56,0,3,28.57,30.08,44.24,0,8,1,0,0
2670.23,0,8,5.2,8.64,3442.23,1,3,1,0,1
1810.23,0,5,13.44,17.13,177.88,0,2,0,0,0
18186.15,0,1,34.37,1.82,77.61,0,7,0,0,0
1758.01,1,1,16.91,81.55,302.41,0,2,3,0,1
2622.04,0,2,17.46,6.66,171.26,0,11,0,0,0
6438.48,0,3,7.24,12.68,272.82,0,20,0,0,0
908.94,1,1,19.43,10.86,91.51,0,7,1,0,0
6382.37,0,3,3.49,66.92,40.14,0,13,0,0,0
5615.84,0,1,24.02,39.96,232.35,0,20,0,0,1
11151.46,0,11,12.83,10.65,10.24,0,23,0,0,0
7631.54,1,0,37.82,7.11,31.96,0,3,0,0,0
11498.57,1,0,37.84,24.09,53.53,0,23,0,0,0
2806.18,0,3,8.34,2.28,15.56,1,7,0,0,0
1322.57,0,2,2.73,22.05,141.56,0,16,3,1,0
25847.92,0,2,39.23,7.02,16.11,0,8,0,1,0
680.82,1,1,15.88,35.24,9.86,0,18,1,0,0
98639.8,0,0,65.11,10.5,3336.91,1,16,0,0,1
5514.45,1,1,22.98,67.3,170.77,0,3,0,0,0
15914.5,1,1,4.42,2.31,43.12,0,19,0,0,0
3787.84,0,0,19.04,17.82,29.24,0,1,0,0,0
8512.61,1,1,21.9,20.07,371.21,0,18,0,0,0
425.9,1,0,33.33,19.87,17.71,0,14,0,0,0
1901.61,0,1,41.4,21.52,68.81,0,13,0,0,0
481.09,1,1,43.75,5.81,21.17,0,10,2,0,1
6839.1,1,1,18.89,92.09,18.37,0,3,0,0,0
666.99,0,2,17.51,12.08,51.81,1,11,0,0,1
873.21,1,1,9.14,19.36,132.86,0,8,0,0,0
5239.73,0,2,31.25,27.86,16.39,0,20,1,0,1
67257.03,1,0,85.92,21.51,281.65,0,23,0,0,1
2673.2,1,3,8.48,12.6,26.5,0,0,0,0,1
5542.34,0,3,31.38,4.57,3301.89,1,9,0,0,1
5365.73,0,1,36.1,12.58,325.23,0,20,1,1,0
2526.46,0,1,15.41,11.64,21.79,0,4,0,1,0
1048.69,0,0,9.77,8.14,34.5,0,21,0,0,0
5513.15,0,0,50.16,10.82,30.94,0,2,0,1,0
5785.42,0,1,12.03,3.09,140.69,0,1,5,0,1
7661.97,0,2,13.2,48.59,28.03,0,6,3,0,0
4281.53,0,2,23.03,10.45,20.86,0,7,0,0,0
974.09,0,0,8.78,19.53,51.76,0,7,0,0,0
6250.02,1,0,15.91,42.19,204.04,0,21,0,0,0
3129.47,0,1,7.87,11.12,290.23,0,17,0,0,0
1933.84,0,1,16.53,2.41,2.16,0,9,0,0,0
2334.06,0,1,32.97,17.89,315.73,0,6,0,0,0
1571.43,0,2,11.99,14.35,2893.33,1,16,1,0,1
7622.38,1,3,7.12,11.23,220.63,0,15,0,0,0
758.91,0,0,8.03,13.64,338.11,0,9,0,0,0
1160.39,0,3,11.56,17.73,13.69,0,1,6,1,1
2255.73,1,2,4.06,48.64,41.57,0,3,9,0,1
15736.7,1,1,18.24,8.83,80.03,0,18,7,0,0
8993.71,1,11,12.85,25.02,2.82,0,23,1,0,0
607.38,1,3,15.63,26.46,70.56,1,22,0,0,0
12104.68,1,0,11.82,3.68,88.31,0,13,0,0,0
12081.37,0,1,0.68,10.99,60.25,0,7,0,0,0
968.74,0,1,31.18,1.74,116.02,0,19,0,0,0
251.78,0,1,7.99,8.05,230.26,0,1,0,0,0
2915.45,0,1,27.59,26.18,4430.5,1,5,1,0,0
9627.94,0,1,25.42,17.04,86.08,0,18,0,0,0
15386.75,0,4,2.41,50.39,123.77,0,6,0,0,0
1311.82,1,1,14.85,30.47,95.95,0,17,0,0,0
18069.47,1,1,35.85,0.68,224.73,0,13,0,0,0
337.67,1,2,5.62,8.01,49.58,0,17,0,0,0
2168.84,0,0,13.26,13.12,21.46,0,20,0,1,0
2064.8,0,0,12.29,20.62,22.04,0,7,0,0,0
9920.29,0,3,27.81,13.9,50.79,0,6,0,0,0
11479.32,0,0,30.23,54.89,168.78,0,12,0,1,0
8137.38,1,0,1.6,27.05,12.42,0,5,0,0,0
811.96,1,1,19.18,77.1,6.7,0,13,1,0,0
7425.08,1,3,38.47,11.32,346.76,0,20,0,0,1
5213.68,1,0,3.78,11.85,60.23,0,22,0,0,0
589.2,1,1,25.2,28.96,42.23,0,22,1,1,0
396.62,0,0,17.47,15.02,474.28,0,17,1,1,0
8848.38,0,1,16.1,14.75,134.63,0,21,0,0,0
2617.31,0,0,69.89,27.69,8.86,0,22,0,1,0
866.81,0,2,11.31,32.18,495.16,0,20,0,1,0
2544.85,0,1,16.44,90.18,13.62,0,11,0,0,0
80194.06,0,2,8.13,15.39,117.3,0,4,0,0,1
2884.62,1,1,10.88,7.96,106.62,0,2,1,0,1
128238.1,0,6,15.74,12.8,104.6,0,18,0,1,1
20651.78,1,1,1.64,2.69,87.69,0,7,0,0,0
8554.54,1,0,25.17,9.84,14.03,0,8,1,0,0
2240.88,1,1,50.39,31.24,37.73,0,1,1,1,1
2332.99,1,1,7.12,11.41,286.16,0,11,0,0,0
4489.46,0,4,28.34,5.35,1.28,0,22,7,0,0
1012.7,1,5,34.76,10.69,44.23,0,20,0,0,0
4327.2,0,2,7.02,12.44,89.82,0,9,0,0,0
828.21,1,0,5.87,68.53,40.62,0,11,0,0,0
2920.37,0,11,16.28,11.65,52.7,0,20,1,0,0
974.02,0,0,14.98,7.92,3.33,0,6,0,1,0
1024.45,1,12,11.48,2.69,59.24,0,18,0,0,1
16247.96,1,0,17.01,69.66,16.76,0,17,0,0,1
3325.0,0,2,17.76,4.8,238.43,0,12,1,0,0
3856.08,1,11,11.47,11.2,28.54,0,1,0,0,0
419.31,0,3,10.88,60.47,101.27,0,0,1,0,1
77278.69,1,5,24.95,3.55,608.73,0,3,0,0,1
4970.18,0,0,23.78,13.2,79.09,0,2,0,0,0
3805.25,0,0,16.52,45.51,39.02,0,6,1,0,0
363.57,0,0,4.95,64.67,81.72,0,16,0,0,0
3855.04,0,0,35.92,5.64,3010.36,1,18,0,0,1
4521.32,0,0,14.95,9.09,4106.66,1,21,0,1,1
11313.61,0,2,11.84,30.63,15.58,0,4,0,0,0
1627.45,0,2,14.13,13.15,70.15,0,23,1,0,0
332.93,0,0,24.12,3.9,361.88,0,0,1,0,1
1156.59,0,3,0.81,13.21,108.81,0,14,2,1,0
1046.22,0,2,11.1,6.98,380.65,0,19,1,0,0
6546.65,1,2,16.87,4.83,85.06,0,8,0,0,0
207.11,1,1,23.26,9.03,63.85,0,15,0,0,0
2001.48,0,2,17.0,10.04,93.22,0,18,0,0,0
13040.24,1,1,2.05,6.09,119.4,0,22,1,1,0
3156.48,0,0,10.18,22.48,161.77,0,21,0,1,0
7679.55,0,0,30.89,19.86,612.84,0,2,1,0,0
606.8,1,2,8.55,20.52,202.92,0,10,0,1,1
137533.51,1,3,3.1,46.05,13.42,0,17,0,1,1
13190.37,1,1,1.36,11.76,7.53,0,4,0,0,0
3467.59,0,1,11.57,22.63,147.41,0,11,0,0,0
158360.61,1,2,7.41,13.24,2204.43,1,23,0,0,1
1024.38,0,3,98.29,15.36,126.15,0,22,0,0,0
3466.09,0,1,4.03,10.64,28.76,0,5,0,0,0
996.31,0,1,44.0,11.88,142.84,0,20,2,0,0
134200.56,1,1,7.58,25.33,16.2,1,15,0,0,1
47946.0,0,2,50.6,23.3,75.71,0,0,1,0,1
5084.44,1,7,19.2,52.1,253.04,0,21,0,0,1
1660.8,1,1,11.59,7.14,85.32,0,10,0,0,0
248.72,1,2,16.61,10.93,99.14,0,5,0,1,1
581.46,1,0,9.53,4.73,18.56,0,15,0,1,0
14836.74,1,0,12.37,7.98,52.3,0,6,0,0,0
1119.69,0,3,24.23,8.35,74.43,0,23,1,0,0
2162.81,0,0,10.88,34.63,19.38,0,7,0,1,0
6034.97,0,0,16.21,21.32,20.68,0,15,0,0,0
13798.15,0,1,28.98,10.78,51.53,0,18,1,0,0
2566.79,0,3,20.99,29.77,17.78,0,12,7,0,0
2090.86,0,1,2.58,14.52,482.17,0,10,0,0,0
69428.23,0,1,94.6,10.66,123.01,0,9,1,0,1
1672.98,0,0,92.21,6.87,196.86,0,16,0,0,0
1765.49,0,1,2.35,92.07,23.34,0,9,0,0,0
4730.94,1,0,68.8,4.21,20.55,0,13,0,0,0
3771.74,0,2,39.17,5.85,483.51,0,6,2,0,0
26412.83,1,1,30.76,100.0,62.57,0,21,0,0,0
4860.27,1,1,0.27,17.68,121.18,0,1,0,0,0
9908.47,0,0,22.12,18.05,65.73,0,21,1,0,1
1073.54,1,2,24.77,20.73,95.57,0,1,0,0,0
5298.38,0,0,7.77,2.48,165.63,0,23,0,0,0
1520.84,1,0,42.96,14.54,3167.88,1,21,1,0,1
4653.86,0,1,13.35,66.59,305.25,0,18,0,0,0
6238.62,0,1,13.97,15.77,0.63,0,8,1,1,0
3294.04,0,0,32.92,73.02,8.7,0,16,0,1,0
34798.37,0,0,83.06,25.06,1.83,0,9,0,1,1
13068.76,1,0,25.7,66.16,109.01,0,10,1,0,1
10170.49,1,1,5.79,42.48,24.76,0,7,1,0,1
6729.7,1,1,33.82,14.81,65.58,0,6,1,0,0
18276.31,1,1,33.26,1.87,140.11,0,17,0,0,0
744.74,1,0,4.59,2.4,73.5,0,9,0,0,0
12336.07,0,0,5.38,7.7,80.98,0,20,0,0,0
1163.0,1,0,14.21,3.44,130.7,0,8,0,0,0
1782.3,0,0,33.28,31.02,136.83,0,8,0,1,0
5493.89,0,1,33.14,18.98,257.99,0,13,0,0,0
10756.01,0,1,1.21,15.5,36.55,0,4,2,0,1
988.73,1,1,21.31,5.97,182.0,0,0,0,1,1
1877.05,0,1,71.07,2.97,10.75,0,15,0,0,0
3454.84,0,1,7.31,5.14,266.18,0,17,0,0,1
2600.96,0,0,20.98,4.38,14.94,0,19,0,0,0
7361.6,0,1,23.15,86.96,110.68,0,3,0,0,1
97336.33,0,0,6.45,23.12,7.06,0,15,0,0,0
4766.28,1,2,37.28,11.73,54.16,0,10,1,0,0
1502.38,1,0,13.41,23.18,4.19,0,13,5,0,0
857.05,0,0,23.0,0.95,3057.23,1,23,1,0,0
2263.68,0,0,12.54,47.42,213.56,0,18,0,0,0
1223.84,0,1,11.15,19.13,386.94,0,11,0,0,0
5001.78,0,3,14.8,10.81,56.4,0,19,0,0,0
4924.71,0,3,20.08,9.79,2.67,0,23,0,0,0
1972.06,1,2,41.85,7.29,199.72,0,12,1,0,1
22810.02,1,2,1.43,4.64,142.74,0,2,0,0,0
1502.0,0,1,16.1,11.94,169.25,0,12,6,0,0
2781.01,0,2,4.18,30.99,121.71,0,3,0,1,0
58057.04,0,2,23.99,15.68,118.48,0,9,0,0,0
7646.89,0,1,14.19,39.52,127.95,0,15,0,1,0
11243.85,1,6,45.06,69.5,181.63,0,2,0,0,1
4810.21,1,2,35.2,21.55,108.05,0,20,0,0,0
100537.75,1,0,18.49,9.15,106.3,0,4,1,0,1
1611.45,1,0,56.13,13.78,6.97,0,8,0,0,0
7848.53,1,7,13.25,46.93,2133.32,1,5,0,0,1
7744.43,1,0,13.2,10.93,327.03,0,17,0,0,0
14226.86,0,0,48.46,86.07,21.01,1,15,2,0,1
590.85,0,3,49.22,19.24,188.64,0,17,0,0,0
1264.99,0,2,0.62,7.36,152.93,0,9,1,1,1
7137.66,0,3,1.79,18.31,18.89,0,14,0,0,0
221.1,0,2,24.13,4.07,223.32,0,10,0,0,0
5125.62,0,0,31.66,15.43,64.61,0,20,0,0,0
9043.53,1,1,3.89,4.35,104.41,0,5,0,0,0
1760.98,1,0,4.82,31.79,14.71,0,5,0,0,0
2038.17,0,0,21.1,19.06,42.55,0,5,2,0,0
1070.48,0,5,14.78,6.56,39.96,0,16,1,0,0
1860.23,1,1,21.41,19.61,2.55,0,15,0,1,1
1914.92,0,0,11.77,21.88,4495.16,1,9,0,0,0
1583.13,0,1,15.1,11.69,95.31,0,23,0,0,0
1498.65,0,1,28.04,32.0,39.16,0,18,0,0,0
2389.87,0,0,32.76,1.09,166.44,0,0,0,0,0
2361.13,0,1,100.0,25.83,23.63,0,15,0,0,0
20417.18,1,2,88.4,9.09,387.44,0,9,0,0,0
2112.9,1,1,2.42,17.8,64.22,0,1,1,0,0
4421.13,1,0,0.89,17.67,204.53,0,13,0,0,0
1760.08,0,1,6.54,11.57,151.01,0,20,1,0,0
1737.85,1,2,3.17,14.7,105.06,0,18,0,0,0
570.0,1,2,11.26,9.34,92.37,0,14,0,0,0
651.08,0,1,6.15,20.44,25.1,0,13,0,0,0
135232.46,1,1,47.58,7.53,90.98,0,2,0,1,1
3765.73,0,0,65.9,16.25,132.78,0,13,4,0,0
9192.78,0,2,9.58,19.65,132.1,0,14,7,0,1
524.97,0,1,17.73,29.17,3.52,0,3,0,0,0
160191.98,0,1,2.64,9.43,69.76,0,10,0,0,0
798.8,0,2,15.03,23.59,167.5,1,4,0,0,0
2406.0,0,1,100.0,10.34,14.56,0,1,0,0,0
9189.07,0,3,27.15,12.41,154.68,0,2,1,0,1
2004.44,1,3,22.78,2.41,51.02,0,19,1,0,0
2988.37,0,2,21.58,28.75,65.64,0,23,1,0,1
13429.76,0,1,16.9,55.6,46.2,0,19,0,0,0
4953.75,0,3,74.82,7.71,61.05,0,2,6,0,1
1465.44,1,1,35.87,64.24,57.21,0,21,0,0,0
3673.56,0,0,46.93,2.53,46.75,0,7,0,1,0
1369.84,1,11,17.29,17.21,44.81,0,15,0,0,0
4771.81,0,1,23.98,13.48,148.11,0,9,0,0,0
5246.62,0,0,7.27,21.92,69.64,0,22,0,0,0
798.58,0,0,24.78,40.62,3.18,0,5,0,1,1
3733.68,0,3,12.42,10.83,52.75,0,9,0,0,0
2786.18,1,6,32.53,32.41,2430.91,1,12,1,0,1
5402.83,1,11,29.6,17.53,14.14,0,5,1,0,1
7196.48,0,1,13.47,9.19,335.78,0,18,1,0,0
5051.55,1,6,9.83,9.14,62.69,0,6,0,1,1
2314.17,0,3,18.32,32.91,27.32,0,22,0,0,1
7969.13,0,1,30.07,71.74,70.56,0,1,4,0,0
1308.89,0,0,0.42,7.1,143.93,0,2,1,0,0
144042.64,0,1,4.4,17.83,138.24,0,15,0,0,0
128.34,1,1,17.51,19.18,114.18,0,16,0,0,0
2921.52,0,2,10.3,2.99,240.74,0,2,0,0,0
1378.09,0,1,41.86,58.58,121.89,0,5,0,0,1
4664.59,0,4,19.22,24.84,180.88,0,4,0,0,0
436.49,0,2,18.27,4.95,46.93,0,22,0,0,0
1640.61,0,2,54.42,2.31,468.5,0,16,1,0,0
5015.41,1,0,14.95,69.43,14.45,0,13,1,0,0
1118.97,0,0,41.39,8.34,293.06,0,12,5,0,0
4718.55,0,2,4.7,1.07,67.81,0,9,0,1,0
1795.39,0,1,7.47,47.61,3.37,0,20,3,0,0
3032.65,0,9,25.05,15.39,187.14,0,1,6,0,1
163261.09,0,0,4.75,10.07,85.09,0,23,0,0,1
8125.78,1,0,9.17,26.98,19.44,0,23,0,0,0
3437.47,1,3,8.4,89.4,134.84,0,22,0,0,0
1388.51,0,2,2.35,2.14,113.72,0,18,0,0,0
1982.2,1,2,11.14,4.53,39.05,0,17,0,0,0
5925.11,0,1,36.12,29.22,1.0,0,15,2,1,1
1128.61,1,8,3.35,11.26,28.64,0,18,0,0,1
2622.63,1,0,12.57,19.99,190.84,0,4,0,0,0
2130.51,1,11,9.72,26.87,6.43,0,9,0,0,0
2826.06,1,1,25.91,6.4,111.44,0,14,0,0,0
1142.21,0,3,21.24,73.23,21.59,0,7,1,0,1
491.79,0,0,19.51,10.98,48.24,0,0,0,0,0
5275.05,0,1,25.12,8.56,28.61,0,17,0,1,0
8218.4,0,1,24.45,14.63,118.42,0,7,0,0,0
522.08,1,1,19.74,1.45,194.75,0,15,0,0,0
4532.03,0,0,15.32,93.04,339.1,0,23,1,0,0
9257.44,0,3,14.85,7.45,51.52,0,13,0,1,0
5686.85,0,1,46.74,28.94,25.96,0,22,0,0,0
2065.92,0,1,30.96,21.04,4402.27,1,20,0,0,0
1219.87,1,1,4.23,62.46,356.77,0,10,0,0,0
3398.12,1,3,9.77,20.09,257.71,0,18,1,0,0
4014.97,0,2,0.43,15.75,132.31,0,19,4,0,0
3448.89,0,1,13.41,34.99,46.94,0,17,0,0,0
2617.21,0,4,20.17,6.16,394.05,0,5,0,0,1
1061.4,0,1,7.13,17.08,32.91,0,11,0,0,0
4782.35,1,1,12.42,17.41,9.48,0,15,0,1,0
5018.34,0,1,30.28,11.03,23.17,0,9,0,0,0
3830.77,0,1,48.45,87.48,93.4,0,3,1,0,1
63111.76,0,1,14.09,91.3,8.98,0,18,0,0,1
16801.94,1,1,55.85,4.17,3.54,0,3,0,0,1
1678.44,1,1,11.67,5.66,188.02,0,1,0,0,0
121471.92,0,1,25.96,46.82,308.54,0,20,4,0,0
1504.14,0,1,5.32,16.05,57.68,0,20,0,0,0
9499.08,0,1,9.7,9.9,229.92,0,16,0,1,0
10757.6,1,2,39.41,6.61,38.17,0,13,0,0,0
2337.76,0,0,1.86,15.87,4.08,0,14,0,0,0
16497.48,0,0,7.51,3.72,6.56,0,14,0,0,0
5009.22,1,4,30.11,12.96,53.36,0,22,0,0,0
1303.39,1,3,14.9,10.05,144.15,1,14,0,0,0
2155.64,0,9,14.75,8.08,11.23,0,10,0,0,0
9727.99,0,2,11.32,8.54,269.08,0,16,0,0,0
7887.74,0,1,5.21,28.0,167.95,0,1,0,0,1
1087.85,0,6,0.46,11.47,201.66,0,3,0,0,0
2726.41,0,9,8.44,0.25,39.22,0,0,0,0,0
3841.13,1,0,4.53,18.71,76.23,0,17,0,0,0
139454.85,1,0,20.08,7.57,75.11,0,5,0,1,1
33116.92,0,1,10.61,14.61,64.38,0,1,0,0,0
3958.67,0,0,6.59,68.06,232.23,0,5,0,0,0
2945.95,0,2,0.87,1.49,131.49,0,8,0,0,1
10309.81,0,9,19.74,3.14,256.69,0,5,1,0,1
2175.01,1,3,8.64,4.06,155.15,0,23,1,0,1
8582.05,0,1,19.43,14.11,87.71,0,14,0,0,0
591.27,0,0,20.76,20.67,369.98,1,5,0,0,0
1990.91,0,1,7.15,27.83,207.38,0,16,0,0,0
8946.97,0,2,5.39,34.58,51.31,0,17,0,0,0
15066.03,0,3,6.85,1.34,79.09,0,19,0,0,0
1446.21,1,1,6.82,5.31,12.89,0,13,0,0,0
1287.14,1,1,14.52,7.11,257.79,0,2,0,0,0
5527.25,0,0,25.95,13.22,30.14,0,4,4,0,1
1680.7,1,1,3.03,31.05,32.57,0,21,0,1,0
2395.68,0,3,17.16,20.7,203.4,0,23,0,0,0
7528.15,1,3,24.59,10.38,7.61,0,13,0,0,0
1818.74,0,1,7.93,34.35,7.48,0,5,1,0,0
439.03,0,5,36.98,32.41,75.6,0,17,0,0,0
853.13,1,2,73.16,20.49,27.42,0,18,1,0,0
3165.15,0,1,5.71,82.89,78.37,0,15,0,0,0
486.18,0,7,5.95,6.3,112.8,0,6,1,0,1
2328.17,0,1,12.26,15.89,165.83,0,12,0,0,0
778.92,0,2,16.71,15.6,86.62,0,2,1,0,1
16154.26,0,2,8.15,15.17,0.98,0,4,0,0,1
27313.67,0,0,34.83,25.42,1785.51,1,19,0,0,1
1087.68,1,1,14.19,9.88,407.34,0,22,0,0,0
4051.16,0,1,13.82,88.22,97.65,0,5,0,0,1
1199.42,0,10,10.22,8.14,177.22,0,6,0,0,1
2300.05,0,2,9.44,8.78,196.99,0,18,0,1,0
19024.24,1,2,77.66,8.24,32.66,0,17,1,0,0
1965.13,0,2,9.53,9.4,70.13,0,6,0,0,0
2354.21,0,1,51.79,9.16,118.43,0,11,0,0,0
1221.06,0,2,14.02,44.53,84.36,0,8,0,0,0
9859.49,1,1,87.0,17.4,0.64,0,12,0,0,0
119.91,1,0,27.18,70.72,87.85,0,0,0,0,0
2012.64,0,0,18.55,55.03,1.9,0,0,0,0,0
2993.25,1,2,3.16,17.41,38.67,0,13,0,0,1
1617.96,0,0,1.15,17.66,275.88,0,14,0,0,1
7431.96,0,2,12.41,10.36,36.21,0,7,0,0,0
10425.68,0,1,21.93,12.65,78.52,0,0,0,0,0
763.54,0,3,45.62,0.92,168.57,0,0,0,0,0
25424.96,0,0,6.02,44.68,8.27,0,17,0,0,0
755.02,0,1,2.01,6.27,58.64,0,20,0,0,0
11368.83,0,2,19.5,46.66,18.21,0,15,0,0,0
3640.32,0,4,26.81,15.21,115.32,0,0,1,1,1
82383.84,0,5,32.9,3.05,7.75,0,7,0,0,0
2081.06,1,0,17.8,8.85,51.34,0,17,0,1,1
134024.6,1,2,15.82,5.95,410.84,0,18,0,1,0
3859.98,0,1,12.13,11.31,46.09,0,11,0,1,0
1248.68,0,1,26.91,15.26,197.6,0,20,0,0,0
2480.11,0,1,31.0,9.97,63.46,1,8,0,0,0
1450.01,0,2,24.25,26.75,191.53,0,1,0,0,0
929.78,0,2,27.73,1.93,20.67,0,19,0,1,0
1383.94,0,2,16.64,11.62,92.84,0,19,2,1,0
992.3,1,4,9.14,11.41,31.56,0,16,0,0,0
2058.73,1,0,42.28,13.56,78.07,0,22,1,0,0
148657.39,0,1,4.73,93.32,28.28,0,0,1,1,1
3535.85,0,1,21.23,10.52,6.19,0,17,0,0,0
22569.28,1,0,2.66,19.56,16.62,0,18,1,0,0
343.62,0,2,73.84,37.72,13.07,0,9,3,0,0
5010.75,1,0,0.51,3.47,170.8,0,9,0,0,0
3153.98,0,1,4.8,16.71,53.3,0,4,2,1,0
7084.54,0,0,3.22,8.39,216.7,0,10,1,1,0
6415.46,0,1,33.66,80.13,225.82,0,14,0,0,0
2657.15,0,3,7.35,43.86,286.6,0,16,0,0,0
3724.36,1,1,6.41,59.9,30.73,0,2,0,0,0
1489.11,0,0,1.58,8.6,94.56,0,1,1,1,0
5788.8,1,1,20.41,24.67,1.85,0,21,0,0,0
478.72,0,9,46.61,52.4,9.02,0,11,0,1,0
6814.63,1,0,14.91,26.01,32.57,0,6,1,0,0
3062.01,1,0,38.54,3.43,74.7,0,16,0,0,0
1925.49,0,1,2.92,13.81,108.44,0,6,0,1,1
2483.61,0,2,12.22,6.76,37.43,0,19,3,0,0
2672.59,1,1,41.15,13.04,134.1,0,6,1,0,0
171082.56,0,1,37.76,15.35,93.84,0,6,1,0,1
138175.8,1,1,23.91,0.92,125.07,0,7,0,0,0
10613.38,0,1,27.77,25.91,2.76,1,19,0,0,0
70132.71,0,0,10.32,63.23,46.75,0,19,0,0,0
5882.76,0,0,9.18,26.68,11.3,0,15,0,0,0
6144.6,1,2,53.72,5.33,56.06,0,6,1,0,0
1242.45,1,2,13.22,50.7,196.39,0,16,1,0,0
888.2,0,2,15.44,18.93,154.0,0,23,0,0,0
2941.63,1,0,17.6,12.01,199.19,0,5,0,0,0
37409.6,1,1,0.6,53.58,59.29,0,19,0,0,1
625.28,0,1,15.95,27.3,79.72,0,16,0,0,0
1524.01,0,3,4.6,14.31,197.5,0,5,1,0,0
5556.1,1,2,29.82,13.15,6.84,0,6,0,0,0
3267.31,1,1,22.96,4.56,104.85,0,16,0,0,0
12916.67,0,2,2.12,27.02,62.35,0,3,0,0,0
764.05,1,1,91.66,14.05,112.05,0,23,0,0,0
32930.84,0,2,13.69,8.89,92.1,0,3,0,0,0
673.18,1,1,32.04,24.01,69.36,0,13,0,0,0
